req_id,domain,source_path,bad_fields,current_source_line,current_heading,current_source_context,source_line_readability,atomic_assertion_original,review_action,review_status,reviewer_note
UA2-00415,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,433,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,- 妯箙 5 绉掑悗鑷姩娣″嚭锛屼笉鍐嶆樉绀|,CORRUPTED,妯箙 5 绉掑悗鑷姩娣″嚭锛屼笉鍐嶆樉绀|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00416,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,434,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,- 瀹屾垚鍚`users.onboarding_completed = true`锛屽悗缁笉鍐嶅睍绀哄紩瀵|,CORRUPTED,瀹屾垚鍚`users.onboarding_completed = true`锛屽悗缁笉鍐嶅睍绀哄紩瀵|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00417,user-agent,docs/PRD-用户体系.md,source_section,436,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,**寮哄埗閫昏緫**,READABLE,**寮哄埗閫昏緫**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00418,user-agent,docs/PRD-用户体系.md,source_section,438,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,- `users.onboarding_completed = false` 涓旂敤鎴锋敞鍐屾椂闂< 7 澶鈫姣忔璁块棶浠〃鐩橀兘灞曠ず,READABLE,users.onboarding_completed = false` 涓旂敤鎴锋敞鍐屾椂闂< 7 澶鈫姣忔璁块棶浠〃鐩橀兘灞曠ず,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00419,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,439,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"- 娉ㄥ唽瓒呰繃 7 澶╀粛鏈畬鎴愬紩瀵鈫寮曞缂╀负涓€涓憡璀︽潯锛鎮ㄨ繕宸竴姝ュ氨瀹屾垚鎺ュ叆閰嶇疆""",CORRUPTED,"娉ㄥ唽瓒呰繃 7 澶╀粛鏈畬鎴愬紩瀵鈫寮曞缂╀负涓€涓憡璀︽潯锛鎮ㄨ繕宸竴姝ュ氨瀹屾垚鎺ュ叆閰嶇疆""",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00420,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,440,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"- 鍙墜鍔ㄥ叧闂紩瀵硷紙""绋嶅悗鍐嶈""閾炬帴锛 澶╁唴涓嶅啀寮癸級",CORRUPTED,"鍙墜鍔ㄥ叧闂紩瀵硷紙""绋嶅悗鍐嶈""閾炬帴锛 澶╁唴涓嶅啀寮癸級",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00421,user-agent,docs/PRD-用户体系.md,source_section,446,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,**棰勬祴绠楁硶**,READABLE,**棰勬祴绠楁硶**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00422,user-agent,docs/PRD-用户体系.md,source_section,460,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,**灞曠ず鍐呭**,READABLE,**灞曠ず鍐呭**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00423,user-agent,docs/PRD-用户体系.md,source_section,470,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,**棰勮闃堝€*,READABLE,**棰勮闃堝€*,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00424,user-agent,docs/PRD-用户体系.md,source_section,358,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,"鏈€鍚庝娇鐢ㄦ椂闂> 30 澶╁墠 鈫琛岃儗鏅祬绾㈣壊锛屽垪鏍馃敶 娌夌潯""",CORRUPTED,> 30 澶,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00425,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,474,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,| > 30 澶|| 缁胯壊锛屾甯告樉绀|| 鏃||,CORRUPTED,缁胯壊锛屾甯告樉绀,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00426,user-agent,docs/PRD-用户体系.md,source_section,475,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,| 15-30 澶|| 钃濊壊锛屾甯告樉绀|| 鏃||,CORRUPTED,15-30 澶,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00427,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,475,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,| 15-30 澶|| 钃濊壊锛屾甯告樉绀|| 鏃||,CORRUPTED,钃濊壊锛屾甯告樉绀,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00428,user-agent,docs/PRD-用户体系.md,source_section,476,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| 7-14 澶|| 榛勮壊锛屾樉绀鍗冲皢鑰楀敖"" | ""鏌ョ湅鍏呭€间紭鎯鎸夐挳 |",CORRUPTED,7-14 澶,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00429,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,476,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| 7-14 澶|| 榛勮壊锛屾樉绀鍗冲皢鑰楀敖"" | ""鏌ョ湅鍏呭€间紭鎯鎸夐挳 |",CORRUPTED,"榛勮壊锛屾樉绀鍗冲皢鑰楀敖""",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00430,user-agent,docs/PRD-用户体系.md,source_section,476,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| 7-14 澶|| 榛勮壊锛屾樉绀鍗冲皢鑰楀敖"" | ""鏌ョ湅鍏呭€间紭鎯鎸夐挳 |",CORRUPTED,"""鏌ョ湅鍏呭€间紭鎯鎸夐挳",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00431,user-agent,docs/PRD-用户体系.md,source_section,477,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| 3-6 澶|| 绾㈣壊锛屾樉绀浣欓涓嶈冻"" | ""绔嬪嵆鍏呭€鎸夐挳锛堟斁澶э級 |",CORRUPTED,3-6 澶,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00432,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,477,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| 3-6 澶|| 绾㈣壊锛屾樉绀浣欓涓嶈冻"" | ""绔嬪嵆鍏呭€鎸夐挳锛堟斁澶э級 |",CORRUPTED,"绾㈣壊锛屾樉绀浣欓涓嶈冻""",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00433,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,477,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| 3-6 澶|| 绾㈣壊锛屾樉绀浣欓涓嶈冻"" | ""绔嬪嵆鍏呭€鎸夐挳锛堟斁澶э級 |",CORRUPTED,"""绔嬪嵆鍏呭€鎸夐挳锛堟斁澶э級",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00434,user-agent,docs/PRD-用户体系.md,source_section,478,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| < 3 澶|| 绾㈣壊闂儊锛屾樉绀浣欓鍗冲皢鑰楀敖"" | ""绱ф€ュ厖鍊鎸夐挳锛堥珮浜級 |",CORRUPTED,< 3 澶,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00435,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,478,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| < 3 澶|| 绾㈣壊闂儊锛屾樉绀浣欓鍗冲皢鑰楀敖"" | ""绱ф€ュ厖鍊鎸夐挳锛堥珮浜級 |",CORRUPTED,"绾㈣壊闂儊锛屾樉绀浣欓鍗冲皢鑰楀敖""",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00436,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,478,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"| < 3 澶|| 绾㈣壊闂儊锛屾樉绀浣欓鍗冲皢鑰楀敖"" | ""绱ф€ュ厖鍊鎸夐挳锛堥珮浜級 |",CORRUPTED,"""绱ф€ュ厖鍊鎸夐挳锛堥珮浜級",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00437,user-agent,docs/PRD-用户体系.md,source_section,457,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,"濡傛灉浣欓涓0锛氬睍绀""宸茶€楀敖""",CORRUPTED,宸茶€楀敖,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00438,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,479,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,| 宸茶€楀敖 | 鐏拌壊閬僵锛屾樉绀浣欓宸茬敤瀹| | 浠呭睍绀绔嬪嵆鍏呭€| |,CORRUPTED,鐏拌壊閬僵锛屾樉绀浣欓宸茬敤瀹,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00439,user-agent,docs/PRD-用户体系.md,source_section,479,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,| 宸茶€楀敖 | 鐏拌壊閬僵锛屾樉绀浣欓宸茬敤瀹| | 浠呭睍绀绔嬪嵆鍏呭€| |,CORRUPTED,浠呭睍绀绔嬪嵆鍏呭€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00440,user-agent,docs/PRD-用户体系.md,source_section,485,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,**鍛婅绫诲瀷涓庤Е鍙戞潯浠*,READABLE,**鍛婅绫诲瀷涓庤Е鍙戞潯浠*,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00441,user-agent,docs/PRD-用户体系.md,source_section,489,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 澶辫触鐜囩獊澧|| 杩5 鍒嗛挓澶辫触鐜> 5% 涓旀瘮鍓嶄竴灏忔椂 > 2x | 馃敶 绱ф€|| 妫€鏌ユā鍨嬬姸鎬/ 鑱旂郴瀹㈡湇 |,CORRUPTED,澶辫触鐜囩獊澧,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00442,user-agent,docs/PRD-用户体系.md,source_section,489,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 澶辫触鐜囩獊澧|| 杩5 鍒嗛挓澶辫触鐜> 5% 涓旀瘮鍓嶄竴灏忔椂 > 2x | 馃敶 绱ф€|| 妫€鏌ユā鍨嬬姸鎬/ 鑱旂郴瀹㈡湇 |,CORRUPTED,杩5 鍒嗛挓澶辫触鐜> 5% 涓旀瘮鍓嶄竴灏忔椂 > 2x,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00443,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,489,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 澶辫触鐜囩獊澧|| 杩5 鍒嗛挓澶辫触鐜> 5% 涓旀瘮鍓嶄竴灏忔椂 > 2x | 馃敶 绱ф€|| 妫€鏌ユā鍨嬬姸鎬/ 鑱旂郴瀹㈡湇 |,CORRUPTED,馃敶 绱ф€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00444,user-agent,docs/PRD-用户体系.md,source_section,489,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 澶辫触鐜囩獊澧|| 杩5 鍒嗛挓澶辫触鐜> 5% 涓旀瘮鍓嶄竴灏忔椂 > 2x | 馃敶 绱ф€|| 妫€鏌ユā鍨嬬姸鎬/ 鑱旂郴瀹㈡湇 |,CORRUPTED,妫€鏌ユā鍨嬬姸鎬/ 鑱旂郴瀹㈡湇,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00445,user-agent,docs/PRD-用户体系.md,source_section,490,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 閰嶉鍗冲皢鑰楀敖 | 浣欓鍙敤澶╂暟 < 7 澶|| 馃煛 鍛婅 | 绔嬪嵆鍏呭€||,CORRUPTED,閰嶉鍗冲皢鑰楀敖,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00446,user-agent,docs/PRD-用户体系.md,source_section,490,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 閰嶉鍗冲皢鑰楀敖 | 浣欓鍙敤澶╂暟 < 7 澶|| 馃煛 鍛婅 | 绔嬪嵆鍏呭€||,CORRUPTED,浣欓鍙敤澶╂暟 < 7 澶,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00447,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,490,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 閰嶉鍗冲皢鑰楀敖 | 浣欓鍙敤澶╂暟 < 7 澶|| 馃煛 鍛婅 | 绔嬪嵆鍏呭€||,CORRUPTED,馃煛 鍛婅,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00448,user-agent,docs/PRD-用户体系.md,source_section,153,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,- 鐢ㄦ埛浣欓涓鸿礋鏁版椂锛堝钩鍙版瑺璐瑰満鏅級锛氭樉绀虹孩鑹`楼-XX.XX`锛屽崱鐗囬《閮ㄥ鍔鈿狅笍 璐︽埛娆犺垂锛岃绔嬪嵆鍏呭€妯潯,CORRUPTED,绔嬪嵆鍏呭€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00449,user-agent,docs/PRD-用户体系.md,source_section,491,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 寮傚父 IP 鐧诲綍 | 褰撳墠鐧诲綍 IP 灞炲湴 鈮甯哥敤鍦|| 馃煛 鍛婅 | 纭鏄惁鏈汉鎿嶄綔 / 淇敼瀵嗙爜 |,CORRUPTED,寮傚父 IP 鐧诲綍,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00450,user-agent,docs/PRD-用户体系.md,source_section,491,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 寮傚父 IP 鐧诲綍 | 褰撳墠鐧诲綍 IP 灞炲湴 鈮甯哥敤鍦|| 馃煛 鍛婅 | 纭鏄惁鏈汉鎿嶄綔 / 淇敼瀵嗙爜 |,CORRUPTED,褰撳墠鐧诲綍 IP 灞炲湴 鈮甯哥敤鍦,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00452,user-agent,docs/PRD-用户体系.md,source_section,491,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 寮傚父 IP 鐧诲綍 | 褰撳墠鐧诲綍 IP 灞炲湴 鈮甯哥敤鍦|| 馃煛 鍛婅 | 纭鏄惁鏈汉鎿嶄綔 / 淇敼瀵嗙爜 |,CORRUPTED,纭鏄惁鏈汉鎿嶄綔 / 淇敼瀵嗙爜,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00453,user-agent,docs/PRD-用户体系.md,source_section,492,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| Key 娉勯湶瀚岀枒 | 鍚屼竴 Key 鍦< 5 鍒嗛挓鍐呬粠 > 2 涓煄甯傝皟鐢|| 馃敶 绱ф€|| 绔嬪嵆绂佺敤 Key / 鑱旂郴瀹㈡湇 |,CORRUPTED,Key 娉勯湶瀚岀枒,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00454,user-agent,docs/PRD-用户体系.md,source_section,492,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| Key 娉勯湶瀚岀枒 | 鍚屼竴 Key 鍦< 5 鍒嗛挓鍐呬粠 > 2 涓煄甯傝皟鐢|| 馃敶 绱ф€|| 绔嬪嵆绂佺敤 Key / 鑱旂郴瀹㈡湇 |,CORRUPTED,鍚屼竴 Key 鍦< 5 鍒嗛挓鍐呬粠 > 2 涓煄甯傝皟鐢,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00456,user-agent,docs/PRD-用户体系.md,source_section,492,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| Key 娉勯湶瀚岀枒 | 鍚屼竴 Key 鍦< 5 鍒嗛挓鍐呬粠 > 2 涓煄甯傝皟鐢|| 馃敶 绱ф€|| 绔嬪嵆绂佺敤 Key / 鑱旂郴瀹㈡湇 |,CORRUPTED,绔嬪嵆绂佺敤 Key / 鑱旂郴瀹㈡湇,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00457,user-agent,docs/PRD-用户体系.md,source_section,493,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 浣欓閫忔敮 | 浣欓 < 0锛堝凡娆犺垂锛墊 馃敶 绱ф€|| 绔嬪嵆鍏呭€间互鎭㈠鏈嶅姟 |,CORRUPTED,浣欓閫忔敮,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00458,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,493,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 浣欓閫忔敮 | 浣欓 < 0锛堝凡娆犺垂锛墊 馃敶 绱ф€|| 绔嬪嵆鍏呭€间互鎭㈠鏈嶅姟 |,CORRUPTED,浣欓 < 0锛堝凡娆犺垂锛墊 馃敶 绱ф€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00459,user-agent,docs/PRD-用户体系.md,source_section,493,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 浣欓閫忔敮 | 浣欓 < 0锛堝凡娆犺垂锛墊 馃敶 绱ф€|| 绔嬪嵆鍏呭€间互鎭㈠鏈嶅姟 |,CORRUPTED,绔嬪嵆鍏呭€间互鎭㈠鏈嶅姟,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00460,user-agent,docs/PRD-用户体系.md,source_section,494,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 妯″瀷涓嬬嚎 | 甯哥敤妯″瀷鐘舵€佸彉涓宸蹭笅绾| | 馃煛 鍛婅 | 鏌ョ湅鏇夸唬妯″瀷 |,CORRUPTED,妯″瀷涓嬬嚎,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00461,user-agent,docs/PRD-用户体系.md,source_section,494,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 妯″瀷涓嬬嚎 | 甯哥敤妯″瀷鐘舵€佸彉涓宸蹭笅绾| | 馃煛 鍛婅 | 鏌ョ湅鏇夸唬妯″瀷 |,CORRUPTED,甯哥敤妯″瀷鐘舵€佸彉涓宸蹭笅绾,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00463,user-agent,docs/PRD-用户体系.md,source_section,494,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,| 妯″瀷涓嬬嚎 | 甯哥敤妯″瀷鐘舵€佸彉涓宸蹭笅绾| | 馃煛 鍛婅 | 鏌ョ湅鏇夸唬妯″瀷 |,CORRUPTED,鏌ョ湅鏇夸唬妯″瀷,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00464,user-agent,docs/PRD-用户体系.md,source_section,496,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,**鍛婅鍗＄墖甯冨眬**,READABLE,**鍛婅鍗＄墖甯冨眬**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00465,user-agent,docs/PRD-用户体系.md,source_section,512,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,**鍛婅鎶樺彔閫昏緫**,READABLE,**鍛婅鎶樺彔閫昏緫**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00466,user-agent,docs/PRD-用户体系.md,source_section,513,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,- 榛樿灞曠ず鍏ㄩ儴,READABLE,榛樿灞曠ず鍏ㄩ儴,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00467,user-agent,docs/PRD-用户体系.md,source_section,514,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,"- 鐢ㄦ埛鐐瑰嚮""宸茶""鍚庡皢姝ゅ憡璀︽姌鍙犲埌""宸茶鍛婅 (N)""鎶樺彔鏍|",READABLE,"鐢ㄦ埛鐐瑰嚮""宸茶""鍚庡皢姝ゅ憡璀︽姌鍙犲埌""宸茶鍛婅 (N)""鎶樺彔鏍|",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00468,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,515,483: ##### 鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,"- 鐩稿悓绫诲瀷鐨勫憡璀5 鍒嗛挓鍐呭悎骞朵负涓€鏉★紙""澶辫触鐜囩獊澧- N 娆¤Е鍙锛|",CORRUPTED,"鐩稿悓绫诲瀷鐨勫憡璀5 鍒嗛挓鍐呭悎骞朵负涓€鏉★紙""澶辫触鐜囩獊澧- N 娆¤Е鍙锛|",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00469,user-agent,docs/PRD-用户体系.md,source_section,460,444: ##### 鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,**灞曠ず鍐呭**,READABLE,**灞曠ず鍐呭**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00470,user-agent,docs/PRD-用户体系.md,source_section,128,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**瀛楁瑙勬牸**,READABLE,**瀛楁瑙勬牸**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00471,user-agent,docs/PRD-用户体系.md,source_section,534,519: ##### 鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,| 璐﹀崟璧锋鏃ユ湡 | `site_configs.billing_cycle_start` + 褰撳墠鍛ㄦ湡 | 姣忔湀 1 鏃ュ埌鏈堝簳 |,READABLE,璐﹀崟璧锋鏃ユ湡,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00472,user-agent,docs/PRD-用户体系.md,source_section,534,519: ##### 鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,| 璐﹀崟璧锋鏃ユ湡 | `site_configs.billing_cycle_start` + 褰撳墠鍛ㄦ湡 | 姣忔湀 1 鏃ュ埌鏈堝簳 |,READABLE,`site_configs.billing_cycle_start` + 褰撳墠鍛ㄦ湡,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00473,user-agent,docs/PRD-用户体系.md,source_section,534,519: ##### 鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,| 璐﹀崟璧锋鏃ユ湡 | `site_configs.billing_cycle_start` + 褰撳墠鍛ㄦ湡 | 姣忔湀 1 鏃ュ埌鏈堝簳 |,READABLE,姣忔湀 1 鏃ュ埌鏈堝簳,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00474,user-agent,docs/PRD-用户体系.md,source_section,525,519: ##### 鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,宸插嚭璐﹂噾棰濓細楼890.50,READABLE,宸插嚭璐﹂噾棰,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
